discount_id,product_id,discount_code,discount_percent,start_date,end_date
319,8765,PROMO100318,10,2024-10-02,2024-11-29
320,4224,PROMO100319,10,2024-01-29,2024-02-24
321,18828,PROMO100320,15,2025-02-09,2025-03-27
322,8815,PROMO100321,15,2025-02-22,2025-04-03
323,11978,PROMO100322,20,2024-08-13,2024-09-06
324,4621,PROMO100323,5,2025-12-15,2026-01-14
325,8263,PROMO100324,20,2024-05-05,2024-07-01
326,5966,PROMO100325,10,2023-05-01,2023-06-03
327,1250,PROMO100326,5,2023-12-10,2024-01-13
328,3531,PROMO100327,10,2024-11-29,2024-12-17
329,19875,PROMO100328,25,2023-03-10,2023-03-31
330,11920,PROMO100329,15,2024-12-02,2025-01-14
331,17109,PROMO100330,5,2025-07-03,2025-08-28
332,19470,PROMO100331,30,2024-07-19,2024-08-16
333,4505,PROMO100332,25,2023-10-02,2023-11-10
334,1293,PROMO100333,30,2023-08-21,2023-09-27
335,13980,PROMO100334,5,2023-09-19,2023-10-30
336,2204,PROMO100335,5,2025-12-07,2026-01-31
337,278,PROMO100336,30,2024-02-10,2024-04-06
338,14501,PROMO100337,20,2024-11-25,2025-01-24
339,1481,PROMO100338,10,2025-12-27,2026-02-19
340,15803,PROMO100339,5,2024-06-17,2024-07-15
341,1213,PROMO100340,20,2023-10-15,2023-11-15
342,6379,PROMO100341,10,2024-08-11,2024-09-25
343,19216,PROMO100342,20,2023-11-21,2023-12-12
344,1032,PROMO100343,20,2024-03-10,2024-04-20
345,12593,PROMO100344,15,2023-07-25,2023-08-30
346,16051,PROMO100345,15,2025-05-12,2025-06-06
347,1260,PROMO100346,10,2025-12-23,2026-01-07
348,5819,PROMO100347,5,2023-05-25,2023-06-14
349,13899,PROMO100348,20,2025-01-08,2025-01-23
350,13905,PROMO100349,20,2023-07-16,2023-08-12
351,7995,PROMO100350,20,2025-12-04,2026-01-07
352,13767,PROMO100351,10,2024-11-30,2025-01-09
353,11046,PROMO100352,5,2023-03-01,2023-03-26
354,15043,PROMO100353,25,2024-03-19,2024-04-06
355,17338,PROMO100354,20,2025-08-19,2025-09-19
356,17353,PROMO100355,30,2024-03-05,2024-04-10
357,4449,PROMO100356,20,2025-04-20,2025-06-11
358,9566,PROMO100357,20,2024-12-22,2025-01-28
359,5440,PROMO100358,10,2025-09-16,2025-10-13
360,1698,PROMO100359,20,2025-12-05,2025-12-27
361,17104,PROMO100360,15,2024-01-28,2024-02-15
362,244,PROMO100361,10,2025-01-23,2025-02-05
363,9264,PROMO100362,20,2025-09-02,2025-09-14
364,6883,PROMO100363,15,2024-06-01,2024-07-29
365,11181,PROMO100364,15,2024-09-13,2024-10-03
366,11062,PROMO100365,15,2023-07-11,2023-09-06
367,15190,PROMO100366,15,2025-11-28,2026-01-11
368,16418,PROMO100367,25,2025-03-28,2025-04-14
369,5327,PROMO100368,5,2023-04-20,2023-04-29
370,2934,PROMO100369,10,2025-09-09,2025-10-08
371,18852,PROMO100370,15,2025-12-05,2025-12-18
372,1355,PROMO100371,5,2025-11-12,2025-12-29
373,18813,PROMO100372,20,2024-01-31,2024-03-19
374,7376,PROMO100373,15,2023-08-13,2023-09-14
375,8438,PROMO100374,15,2023-07-20,2023-08-11
376,9224,PROMO100375,30,2025-08-01,2025-09-26
377,1749,PROMO100376,30,2024-08-26,2024-10-09
378,12917,PROMO100377,5,2024-01-30,2024-03-14
379,14205,PROMO100378,30,2024-06-16,2024-08-03
380,3868,PROMO100379,10,2023-11-08,2023-12-08
381,7011,PROMO100380,40,2023-10-07,2023-11-26
382,6087,PROMO100381,10,2025-03-04,2025-03-16
383,19634,PROMO100382,15,2025-08-29,2025-09-12
384,7397,PROMO100383,15,2025-12-12,2026-01-30
385,14152,PROMO100384,20,2024-04-02,2024-05-18
386,17162,PROMO100385,25,2023-03-08,2023-05-06
387,10075,PROMO100386,15,2023-04-20,2023-06-03
388,15780,PROMO100387,10,2023-03-09,2023-05-04
389,11726,PROMO100388,40,2025-05-05,2025-06-18
390,4629,PROMO100389,10,2025-01-07,2025-02-28
391,4340,PROMO100390,20,2025-04-12,2025-06-08
392,10933,PROMO100391,40,2024-11-28,2025-01-19
393,9767,PROMO100392,25,2025-08-01,2025-09-07
394,17594,PROMO100393,15,2023-06-13,2023-06-28
395,443,PROMO100394,30,2024-02-28,2024-03-28
396,18370,PROMO100395,5,2024-04-21,2024-05-12
397,10447,PROMO100396,15,2025-08-24,2025-10-20
398,7620,PROMO100397,15,2024-04-09,2024-04-16
399,4761,PROMO100398,30,2023-06-02,2023-07-16
400,15809,PROMO100399,30,2025-12-02,2026-01-20
401,6951,PROMO100400,40,2025-05-05,2025-06-23
402,5537,PROMO100401,15,2024-11-21,2025-01-04
403,16722,PROMO100402,20,2024-10-17,2024-11-28
404,753,PROMO100403,5,2024-03-01,2024-03-19
405,18401,PROMO100404,20,2025-04-24,2025-06-06
406,2162,PROMO100405,15,2024-11-17,2025-01-01
407,8220,PROMO100406,5,2025-06-28,2025-08-26
408,2796,PROMO100407,10,2023-11-19,2023-12-17
409,14885,PROMO100408,15,2025-02-22,2025-04-23
410,14105,PROMO100409,15,2023-08-29,2023-09-16
411,19090,PROMO100410,30,2023-07-01,2023-08-15
412,18976,PROMO100411,10,2025-04-11,2025-05-25
413,212,PROMO100412,30,2023-05-21,2023-06-27
414,13019,PROMO100413,5,2024-11-17,2024-12-23
415,5225,PROMO100414,10,2024-01-09,2024-01-20
416,18690,PROMO100415,15,2024-12-09,2025-01-26
417,5122,PROMO100416,20,2025-01-30,2025-03-09
418,3737,PROMO100417,20,2025-09-12,2025-10-15
419,4690,PROMO100418,5,2025-07-07,2025-07-22
420,15108,PROMO100419,30,2025-01-07,2025-03-05
421,8479,PROMO100420,20,2023-11-29,2024-01-26
422,15687,PROMO100421,30,2023-02-10,2023-04-04
423,4753,PROMO100422,5,2025-04-25,2025-06-11
424,8565,PROMO100423,10,2023-11-06,2024-01-01
425,14812,PROMO100424,30,2023-02-05,2023-02-28
426,1793,PROMO100425,25,2023-06-23,2023-08-15
427,4903,PROMO100426,5,2024-12-02,2025-01-28
428,18471,PROMO100427,20,2025-09-11,2025-09-23
429,5887,PROMO100428,10,2023-02-09,2023-03-13
430,2225,PROMO100429,40,2023-09-06,2023-10-16
431,16710,PROMO100430,15,2025-08-25,2025-10-04
432,13783,PROMO100431,15,2024-11-23,2025-01-13
433,18242,PROMO100432,30,2025-11-15,2025-12-11
434,19288,PROMO100433,25,2023-12-03,2024-01-12
435,12451,PROMO100434,10,2023-01-08,2023-01-18
436,6014,PROMO100435,15,2023-08-10,2023-09-27
437,7509,PROMO100436,15,2024-11-08,2024-11-18
438,13964,PROMO100437,20,2025-03-26,2025-05-21
439,2369,PROMO100438,30,2024-01-19,2024-02-03
440,8807,PROMO100439,5,2023-11-20,2024-01-06
441,10496,PROMO100440,20,2024-09-18,2024-10-28
442,222,PROMO100441,5,2025-10-07,2025-11-14
443,3945,PROMO100442,30,2025-07-20,2025-09-02
444,4208,PROMO100443,25,2025-03-23,2025-04-22
445,6634,PROMO100444,10,2025-11-22,2025-12-10
446,17887,PROMO100445,15,2023-02-11,2023-04-04
447,19584,PROMO100446,10,2023-09-14,2023-10-03
448,5032,PROMO100447,20,2025-09-05,2025-10-12
449,283,PROMO100448,30,2025-10-11,2025-11-16
450,19845,PROMO100449,5,2024-07-15,2024-09-04
451,13821,PROMO100450,10,2024-12-07,2025-01-07
452,11980,PROMO100451,10,2023-11-21,2024-01-12
453,824,PROMO100452,25,2023-04-22,2023-06-14
454,2373,PROMO100453,5,2023-04-20,2023-06-10
455,5043,PROMO100454,20,2024-01-18,2024-03-06
456,15959,PROMO100455,30,2023-08-24,2023-09-15
457,682,PROMO100456,20,2024-11-04,2024-11-25
458,6762,PROMO100457,30,2024-09-08,2024-10-25
459,17279,PROMO100458,5,2025-12-26,2026-01-14
460,15403,PROMO100459,15,2023-12-21,2024-02-18
461,14722,PROMO100460,5,2023-04-13,2023-05-11
462,2659,PROMO100461,25,2025-05-28,2025-07-24
463,9724,PROMO100462,5,2024-12-05,2024-12-29
464,9043,PROMO100463,30,2025-11-22,2025-12-28
465,16944,PROMO100464,20,2025-03-27,2025-04-14
466,2016,PROMO100465,20,2023-07-07,2023-08-27
467,9331,PROMO100466,15,2024-09-13,2024-09-22
468,3229,PROMO100467,10,2025-01-22,2025-03-08
469,1103,PROMO100468,10,2024-12-07,2025-01-05
470,13258,PROMO100469,15,2025-08-04,2025-10-03
471,4001,PROMO100470,15,2024-12-02,2024-12-31
472,5573,PROMO100471,30,2024-03-28,2024-05-19
473,15586,PROMO100472,20,2023-06-08,2023-07-10
474,10101,PROMO100473,10,2023-03-31,2023-04-29
475,18971,PROMO100474,5,2023-02-23,2023-03-11
476,11833,PROMO100475,25,2023-03-12,2023-04-24
477,15447,PROMO100476,5,2024-05-13,2024-05-21
478,16655,PROMO100477,15,2025-08-26,2025-09-16
479,2126,PROMO100478,10,2024-08-13,2024-09-25
480,11102,PROMO100479,30,2024-11-18,2025-01-07
481,8328,PROMO100480,15,2024-08-09,2024-08-16
482,14966,PROMO100481,15,2024-01-06,2024-02-23
483,10941,PROMO100482,30,2025-12-19,2026-01-14
484,2794,PROMO100483,20,2025-05-26,2025-06-08
485,11510,PROMO100484,10,2024-06-15,2024-07-15
486,10717,PROMO100485,15,2023-06-13,2023-08-01
487,381,PROMO100486,20,2024-06-24,2024-08-08
488,18598,PROMO100487,5,2023-09-10,2023-10-27
489,7870,PROMO100488,25,2025-11-14,2025-12-02
490,17865,PROMO100489,30,2024-12-24,2025-02-14
491,11946,PROMO100490,30,2023-08-01,2023-09-14
492,18055,PROMO100491,15,2023-07-12,2023-08-30
493,19763,PROMO100492,10,2024-09-22,2024-11-19
494,1107,PROMO100493,30,2023-01-01,2023-02-09
495,17974,PROMO100494,25,2025-07-28,2025-08-15
496,7896,PROMO100495,20,2025-11-27,2025-12-17
497,901,PROMO100496,15,2024-06-15,2024-06-30
498,9004,PROMO100497,15,2025-01-25,2025-02-20
499,608,PROMO100498,20,2024-05-21,2024-06-10
