review_id,order_id,customer_id,rating,review_date,review_text
256,274963,61352,4,2025-01-06,Good product
257,277952,84919,5,2025-07-16,Good product
258,28308,52954,2,2024-02-11,Good product
259,128231,78696,5,2025-10-20,Good product
260,7544,93304,2,2023-03-19,Good product
261,398298,39933,5,2023-08-12,Good product
262,230439,43658,4,2025-10-29,Good product
263,347534,6243,4,2025-07-17,Good product
264,1400,418,4,2024-12-03,Good product
265,177441,95003,4,2024-07-18,Good product
266,253297,24699,5,2025-08-03,Needs improvement
267,374535,60446,5,2023-02-23,Good product
268,3622,83915,5,2023-02-18,Good product
269,439564,90630,5,2025-06-19,Good product
270,171745,21578,1,2023-02-01,Good product
271,456180,86449,5,2023-12-24,Good product
272,344426,45420,4,2023-03-08,Good product
273,164641,79138,4,2023-04-02,Good product
274,177285,96315,5,2025-01-14,Good product
275,17726,17281,5,2023-10-27,Good product
276,384193,19163,5,2024-05-19,Good product
277,486986,7667,2,2025-10-03,Good product
278,221677,64788,5,2023-02-21,Good product
279,293904,6982,4,2025-07-23,Average product
280,181111,73160,4,2023-11-24,Average product
281,38351,88024,5,2025-09-17,Good product
282,493926,20368,5,2023-12-03,Good product
283,337394,26227,5,2025-09-14,Good product
284,271423,51567,4,2023-08-27,Good product
285,240350,4188,4,2023-11-20,Good product
286,451111,50063,5,2024-02-01,Good product
287,379023,34217,5,2024-09-12,Good product
288,198511,38138,5,2024-11-16,Good product
289,340383,48160,4,2025-09-02,Good product
290,59972,2760,5,2025-10-31,Good product
291,61208,76769,4,2023-12-17,Good product
292,457668,99899,1,2024-09-06,Good product
293,98614,97118,5,2025-03-20,Good product
294,233488,45066,4,2024-07-05,Needs improvement
295,341078,773,5,2025-11-08,Good product
296,201323,26099,4,2023-03-27,Good product
297,422474,11760,4,2024-07-01,Good product
298,395387,46249,4,2025-03-26,Good product
299,160819,58894,5,2024-11-26,Good product
300,495173,70420,4,2025-04-11,Good product
301,227493,41248,5,2023-06-27,Good product
302,392955,37763,5,2024-05-24,Good product
303,439458,89065,5,2025-11-28,Good product
304,396372,59896,5,2025-05-06,Good product
305,75140,68796,5,2025-05-21,Good product
306,339609,19201,5,2023-07-07,Good product
307,357970,25567,4,2024-12-24,Good product
308,186512,47293,2,2023-05-02,Good product
309,434296,65914,5,2023-12-04,Good product
310,5834,47476,1,2025-05-27,Good product
311,227033,88378,5,2025-03-23,Good product
312,298864,10308,5,2025-09-22,Good product
313,201732,91315,3,2024-03-09,Good product
314,488959,18599,5,2023-06-20,Good product
315,120821,56084,4,2023-10-03,Good product
316,411320,56448,5,2024-11-05,Needs improvement
317,39378,58914,5,2025-07-04,Good product
318,489590,30360,4,2023-06-25,Good product
319,108180,95661,5,2023-02-01,Good product
320,372814,74763,3,2025-07-26,Good product
321,442383,96264,4,2025-08-07,Good product
322,85005,28523,4,2025-06-06,Good product
323,443847,20818,5,2023-11-16,Good product
324,308786,15093,4,2023-10-21,Good product
325,464341,28577,4,2024-11-19,Good product
326,140705,92681,5,2025-01-08,Good product
327,344539,69911,5,2025-06-17,Average product
328,419955,74544,5,2025-10-08,Good product
329,182465,59538,4,2023-05-14,Good product
330,171999,23795,4,2023-06-24,Good product
331,135826,3609,5,2025-12-30,Good product
332,30048,34627,5,2024-02-25,Good product
333,287006,41030,4,2024-09-01,Good product
334,81267,13132,5,2023-02-14,Good product
335,262596,88288,5,2023-10-27,Average product
336,456531,96037,5,2024-11-27,Average product
337,141076,33353,5,2024-07-18,Good product
338,77496,10917,3,2026-01-02,Good product
339,284493,38900,5,2024-01-17,Good product
340,321150,62190,5,2024-12-12,Good product
341,239204,9469,2,2024-02-08,Good product
342,235454,53795,4,2023-12-30,Good product
343,494454,41718,5,2023-11-09,Good product
344,217573,54406,5,2025-10-01,Good product
345,416783,26041,5,2025-06-26,Good product
346,235761,69252,4,2025-06-06,Good product
347,313676,90159,4,2024-11-13,Good product
348,239065,78770,4,2025-01-19,Good product
349,120388,2340,4,2023-04-01,Good product
350,369412,36066,4,2023-09-19,Good product
351,487756,55722,3,2024-01-24,Good product
352,69268,64927,5,2023-08-08,Good product
353,85255,69965,3,2024-12-26,Good product
354,344263,46882,5,2024-02-19,Good product
355,497451,650,1,2023-07-24,Good product
356,209357,29138,5,2024-09-07,Good product
357,56487,521,5,2024-07-18,Average product
358,135189,60064,5,2025-10-30,Good product
359,101962,76952,5,2025-08-01,Good product
360,126501,9116,5,2023-01-07,Good product
361,219016,43446,5,2024-02-05,Good product
362,254065,31398,3,2024-08-13,Needs improvement
363,1108,99937,5,2023-06-05,Good product
364,324884,64845,5,2023-03-23,Good product
365,305544,48126,5,2024-12-07,Needs improvement
366,60626,62168,5,2023-08-13,Good product
367,181928,62530,5,2023-11-06,Good product
368,496119,55658,5,2025-02-06,Good product
369,117758,9824,5,2024-01-07,Good product
370,287670,90526,4,2023-07-03,Good product
371,258323,72475,5,2024-09-26,Good product
372,386257,66991,4,2024-03-05,Good product
373,232314,25959,4,2023-09-14,Good product
374,300194,28227,4,2025-11-21,Good product
375,230689,73818,4,2024-03-27,Average product
376,156005,40146,4,2025-05-29,Good product
377,433448,78971,1,2025-01-19,Good product
378,378007,31050,5,2025-01-16,Good product
379,387,96042,4,2025-08-02,Average product
380,272790,5717,4,2024-01-10,Good product
381,436707,99855,5,2023-10-19,Good product
382,45885,50250,4,2025-09-13,Good product
383,288845,25611,5,2024-11-24,Needs improvement
384,150827,56413,4,2024-02-10,Needs improvement
385,45762,19121,5,2024-03-20,Good product
386,309834,97060,5,2023-10-15,Good product
387,399261,42778,4,2023-07-16,Good product
388,49388,43498,5,2025-11-15,Average product
389,183386,52429,3,2023-07-19,Average product
390,392652,88935,5,2023-06-11,Good product
391,111755,29743,5,2024-01-12,Good product
392,130916,59730,5,2025-01-14,Good product
393,475171,47080,4,2024-01-02,Average product
394,408234,40143,5,2024-02-01,Good product
395,266894,70248,5,2023-01-15,Good product
396,259172,52412,3,2025-05-03,Good product
397,303469,8621,5,2025-10-27,Good product
398,311378,64258,5,2025-11-28,Average product
399,471308,33761,5,2023-06-13,Good product
400,476957,79111,4,2023-12-17,Good product
401,156019,22575,5,2024-10-27,Good product
402,283287,49391,3,2025-01-13,Good product
403,181808,61296,5,2024-11-11,Good product
404,263763,76097,5,2024-02-12,Good product
405,110085,13931,5,2023-10-06,Good product
406,275444,30300,5,2025-08-15,Needs improvement
407,491907,23699,1,2023-01-15,Good product
408,325101,45183,4,2025-12-07,Good product
409,376068,51874,5,2025-08-29,Needs improvement
410,252659,18362,5,2023-04-15,Good product
411,336877,20410,4,2023-01-17,Good product
412,337194,34599,3,2023-04-09,Good product
413,86329,20938,5,2023-02-13,Good product
414,229950,37840,5,2024-05-15,Good product
415,437990,26872,5,2025-11-09,Good product
416,100224,12931,5,2023-05-04,Good product
417,147978,74431,5,2024-08-07,Good product
418,441339,84330,5,2025-02-07,Good product
419,403857,75720,5,2024-06-22,Good product
420,261411,83016,4,2023-06-09,Good product
421,197360,89567,3,2024-07-20,Good product
422,304828,39191,4,2025-05-14,Needs improvement
423,356296,94622,4,2025-11-18,Good product
424,362963,11814,5,2024-05-12,Good product
425,309557,75550,5,2023-05-18,Good product
426,435534,85302,5,2023-01-25,Needs improvement
427,96678,5282,4,2023-08-13,Average product
428,60130,82340,3,2024-11-28,Average product
429,201767,3514,5,2023-06-30,Good product
430,182335,9313,4,2024-02-18,Good product
431,73625,17209,1,2024-04-26,Needs improvement
432,272548,6458,1,2025-04-19,Good product
433,34665,10274,5,2023-04-15,Good product
434,267228,26485,4,2024-07-11,Average product
435,490427,73598,5,2024-11-12,Good product
436,138157,88375,4,2024-02-12,Good product
437,216682,36952,5,2023-09-21,Good product
438,166932,61939,4,2025-01-04,Good product
439,83150,1091,3,2023-04-15,Good product
440,300419,44264,4,2024-07-22,Good product
441,311511,77685,5,2023-03-11,Good product
442,388927,66748,4,2025-11-09,Average product
443,361323,57049,5,2023-04-25,Good product
444,345873,15857,5,2023-07-12,Good product
445,451263,83948,5,2023-09-25,Good product
446,308569,64205,5,2025-09-12,Good product
447,434211,3584,5,2024-01-24,Average product
448,403386,6910,2,2023-04-26,Good product
449,432580,60105,4,2025-05-01,Good product
450,50495,95641,4,2025-12-24,Good product
451,429424,38159,1,2024-08-18,Needs improvement
452,417048,75294,5,2023-10-31,Average product
453,277399,86131,4,2023-02-11,Good product
454,349073,71912,5,2023-03-29,Good product
455,398504,90988,2,2025-08-13,Good product
456,120076,72865,3,2025-05-25,Good product
457,347713,72136,3,2023-06-23,Good product
458,24068,16856,4,2023-03-20,Good product
459,383884,19576,4,2024-04-28,Needs improvement
460,125944,77275,5,2024-07-10,Needs improvement
461,272476,74580,5,2024-05-24,Good product
462,451511,59873,5,2025-06-08,Good product
463,179180,85159,1,2025-01-12,Good product
464,166994,57494,5,2025-01-06,Good product
465,324660,12919,4,2024-01-25,Good product
466,81103,9429,3,2025-05-23,Good product
467,86283,19497,3,2024-01-27,Good product
468,143679,43594,4,2023-01-29,Needs improvement
469,453294,71284,5,2025-11-10,Good product
470,418020,80255,3,2023-11-03,Good product
471,91632,87299,2,2023-08-31,Average product
472,344549,2938,4,2023-08-25,Needs improvement
473,49440,68119,5,2025-04-20,Good product
474,262758,42847,4,2023-11-27,Good product
475,235733,72690,4,2024-01-16,Good product
476,431827,6289,5,2025-11-08,Good product
477,293796,67098,4,2025-10-27,Good product
478,42290,9870,5,2024-12-03,Good product
479,287305,431,5,2024-11-08,Good product
480,288746,45777,5,2024-11-10,Average product
481,247844,19658,5,2025-09-21,Average product
482,182126,4807,5,2024-06-27,Good product
483,338466,6871,5,2023-06-05,Good product
484,404561,31222,4,2024-10-23,Good product
485,262064,61328,4,2023-02-13,Needs improvement
486,295339,15707,5,2025-06-25,Good product
487,112341,78440,5,2025-10-01,Good product
488,239824,48191,3,2025-02-25,Good product
489,132784,76451,3,2023-11-28,Good product
490,366338,35863,3,2024-06-23,Good product
491,131556,73610,4,2023-12-01,Good product
492,388223,98839,5,2024-06-30,Good product
493,32378,97868,5,2025-09-13,Good product
494,455583,1246,5,2023-04-19,Good product
495,6466,82111,4,2024-05-09,Good product
496,16761,55764,4,2024-01-09,Good product
497,418657,17179,5,2025-06-20,Good product
498,391278,4096,4,2025-12-28,Good product
499,249934,79602,3,2025-11-28,Good product
500,447462,33309,4,2025-11-19,Good product
501,355289,26972,5,2025-07-18,Good product
502,399666,28297,5,2025-07-28,Good product
503,387493,9071,4,2023-04-27,Good product
504,12108,34739,2,2024-01-22,Good product
505,283474,12464,5,2024-12-16,Good product
506,186243,13397,3,2023-09-07,Good product
507,318142,10693,1,2023-05-26,Good product
508,301137,58258,4,2023-05-01,Average product
509,36193,4856,4,2024-10-28,Good product
510,68474,3616,5,2023-05-02,Good product
511,116360,42609,5,2024-08-30,Good product
512,463666,50843,4,2024-07-31,Good product
513,243353,71833,5,2024-05-07,Needs improvement
514,31388,32889,2,2025-02-20,Good product
515,252243,47611,5,2023-11-22,Good product
516,434329,76952,5,2023-06-21,Average product
517,176412,23679,3,2024-03-20,Good product
518,442278,19100,3,2023-05-27,Good product
519,308045,35257,5,2024-10-14,Good product
520,228294,53421,4,2023-06-12,Average product
521,387212,85940,4,2025-07-09,Good product
522,406856,5500,5,2024-10-21,Good product
523,152525,37497,4,2025-12-15,Good product
524,182932,60844,3,2024-11-03,Good product
525,167871,93178,1,2024-07-27,Good product
526,320508,63517,5,2023-12-06,Good product
527,460896,41685,3,2025-01-30,Good product
528,47952,82185,2,2025-01-06,Good product
529,239911,45178,5,2024-03-30,Good product
530,12371,50719,3,2025-10-10,Good product
531,108318,44410,4,2025-11-09,Good product
532,445994,94066,4,2023-04-23,Average product
533,332255,6485,5,2025-11-01,Good product
534,463146,66305,5,2025-10-18,Good product
535,65871,80666,5,2024-11-19,Good product
536,289224,64671,4,2023-10-29,Good product
537,52633,90487,5,2025-12-13,Good product
538,29311,40927,3,2023-09-19,Good product
539,300620,37600,4,2025-11-18,Good product
540,191388,60745,5,2026-01-06,Good product
541,492117,8842,5,2024-11-17,Good product
542,420809,69076,5,2024-04-28,Good product
543,37980,4060,5,2023-02-04,Good product
544,143787,35776,4,2024-02-18,Needs improvement
545,48713,23961,4,2025-12-27,Good product
546,386063,9469,2,2023-05-11,Needs improvement
547,76873,6671,5,2025-03-07,Good product
548,137420,99332,4,2023-01-16,Good product
549,11014,23366,5,2023-06-07,Good product
550,379773,19591,5,2024-08-01,Good product
551,138958,12141,4,2023-11-12,Good product
552,83819,41408,4,2023-01-14,Good product
553,142664,94933,5,2024-01-19,Good product
554,139307,56597,5,2025-01-27,Good product
555,406432,1517,4,2024-06-10,Good product
556,481307,63080,1,2024-04-17,Good product
557,398773,46853,4,2023-08-25,Average product
558,188702,99756,5,2024-12-20,Good product
559,194628,21856,4,2025-02-26,Good product
560,270704,68616,2,2023-11-16,Good product
561,365795,41368,3,2025-12-30,Good product
562,289143,89159,3,2025-12-04,Good product
563,206184,8476,5,2023-04-16,Good product
564,378458,90788,4,2025-10-21,Needs improvement
565,306282,22088,4,2024-08-23,Good product
566,88388,9990,4,2023-01-14,Good product
567,462211,99393,5,2024-05-15,Good product
568,258553,34554,3,2024-09-11,Good product
569,31205,35604,5,2023-09-29,Average product
570,446748,12304,5,2025-01-08,Average product
571,106740,37641,3,2023-08-30,Good product
572,341517,90796,2,2025-08-01,Good product
573,157164,79863,5,2023-09-22,Good product
574,242573,78365,5,2024-09-16,Good product
575,28119,16968,5,2024-09-26,Good product
576,125636,26496,5,2025-03-17,Good product
577,284598,63288,4,2023-05-19,Good product
578,61802,98353,5,2023-11-20,Good product
579,43881,18891,3,2025-06-04,Good product
580,327237,21521,4,2023-01-18,Good product
581,334766,93420,5,2023-11-01,Good product
582,153933,1143,5,2025-03-03,Good product
583,373318,19304,3,2025-09-06,Good product
584,190473,71046,4,2023-04-25,Good product
585,351706,826,4,2024-08-28,Good product
586,447794,47619,3,2025-07-13,Good product
587,436709,36700,2,2025-04-19,Needs improvement
588,433700,60111,4,2024-03-14,Needs improvement
589,426256,62830,4,2025-11-04,Good product
590,434047,37927,5,2025-06-24,Good product
591,248309,76412,4,2024-04-23,Good product
592,189850,3798,5,2023-07-08,Needs improvement
593,299894,32741,5,2024-08-30,Good product
594,266688,28134,3,2025-04-19,Good product
595,31427,54475,4,2023-05-27,Good product
596,60037,32631,4,2024-07-01,Good product
597,389496,11784,5,2024-12-10,Needs improvement
598,25209,12553,4,2023-06-29,Good product
599,374415,51633,4,2024-01-30,Needs improvement
600,134196,70666,3,2025-12-01,Good product
601,5495,32274,5,2024-02-25,Good product
602,220269,2495,1,2025-10-13,Good product
603,199725,83700,5,2025-12-04,Good product
604,368668,28712,5,2023-11-02,Good product
605,59043,35871,5,2024-06-02,Needs improvement
606,97767,22572,5,2024-04-16,Good product
607,328011,16854,2,2024-12-15,Good product
608,18562,41596,3,2024-02-10,Good product
609,451803,32736,2,2025-11-14,Good product
610,337974,20573,4,2023-05-27,Good product
611,4253,90497,3,2023-11-10,Good product
612,109555,28153,5,2023-04-19,Good product
613,191221,65649,5,2024-07-06,Good product
614,149763,80476,5,2026-01-05,Needs improvement
615,353458,32472,5,2024-07-12,Average product
616,111068,93238,5,2024-08-08,Good product
617,367900,61011,4,2025-07-30,Good product
618,200006,93199,3,2025-08-16,Good product
619,172509,12919,3,2025-07-22,Good product
620,169704,66627,4,2025-04-09,Average product
621,255929,2654,5,2024-09-02,Good product
622,415241,52492,5,2024-07-13,Needs improvement
623,464810,41291,5,2024-04-29,Good product
624,488550,62438,4,2025-09-24,Average product
625,214376,6541,5,2024-02-05,Good product
626,458056,21041,4,2025-08-28,Good product
627,25682,34147,5,2025-09-09,Good product
628,324993,97719,5,2025-08-10,Needs improvement
629,283765,98064,2,2024-10-16,Average product
630,272132,75237,4,2025-08-27,Needs improvement
631,40721,2985,5,2025-07-12,Good product
632,158204,59075,3,2024-12-07,Good product
633,70431,87654,5,2025-04-15,Good product
634,143280,11483,4,2023-08-08,Average product
635,292938,68992,5,2025-08-12,Average product
636,414365,20996,5,2024-10-22,Needs improvement
637,461921,88058,2,2024-10-04,Good product
638,392137,98941,5,2023-12-26,Average product
639,30727,27199,5,2025-05-29,Good product
640,149489,58393,2,2024-03-06,Average product
641,115833,36494,5,2024-07-17,Good product
642,76447,62541,3,2023-04-05,Good product
643,3308,6459,5,2026-01-02,Good product
644,90694,2219,5,2023-02-16,Good product
645,164145,12734,4,2025-08-26,Average product
646,498265,4217,5,2025-11-15,Good product
647,268453,56573,4,2025-06-30,Good product
648,92681,532,4,2023-06-03,Good product
649,295479,28345,5,2025-07-19,Average product
650,410152,60005,4,2023-01-24,Good product
651,268111,88953,4,2024-08-10,Good product
652,358538,32953,4,2025-02-23,Average product
653,458616,76486,5,2025-12-15,Needs improvement
654,384692,49533,4,2024-04-09,Good product
655,486120,10616,3,2024-05-28,Good product
656,108612,15102,5,2024-06-05,Good product
657,482681,1600,5,2023-11-27,Average product
